trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
861,False,"{'a': 0.6, 'e': 0.4225570603523776}",25,12,-29.337229794112268,"{0: 8, 1: 3, 2: 1, 3: 1, 4: 0}",1
862,False,"{'a': 0.6, 'e': 0.4221345032920253}",20,13,11.354277536236264,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
863,False,"{'a': 0.6, 'e': 0.42171236878873325}",25,16,-6.810984693793684,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
864,False,"{'a': 0.6, 'e': 0.4212906564199445}",35,24,-1.0855565249972405,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
865,False,"{'a': 0.6, 'e': 0.42086936576352457}",20,9,22.27064700834,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
866,False,"{'a': 0.6, 'e': 0.42044849639776105}",20,6,10.399592045175456,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
867,False,"{'a': 0.6, 'e': 0.4200280479013633}",20,13,10.631319967106675,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
868,False,"{'a': 0.6, 'e': 0.4196080198534619}",30,16,-17.940826268408003,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
869,False,"{'a': 0.6, 'e': 0.41918841183360844}",20,16,6.0844548199421675,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
870,False,"{'a': 0.6, 'e': 0.41876922342177486}",35,0,-50.88797383122493,"{0: 27, 1: 3, 2: 4, 3: 0, 4: 1}",1
871,False,"{'a': 0.6, 'e': 0.41835045419835304}",20,13,12.41045015266343,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
872,False,"{'a': 0.6, 'e': 0.4179321037441547}",20,2,-24.525341082578432,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
873,False,"{'a': 0.6, 'e': 0.41751417164041055}",20,0,-58.637630356645154,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
874,False,"{'a': 0.6, 'e': 0.4170966574687701}",25,0,-5.890474947093617,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
875,False,"{'a': 0.6, 'e': 0.41667956081130136}",20,0,-59.574483519499786,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
876,False,"{'a': 0.6, 'e': 0.41626288125049005}",20,2,-80.9979614533623,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 2}",1
877,False,"{'a': 0.6, 'e': 0.4158466183692396}",20,11,-29.592481850535528,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
