trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
69,False,"{'a': 0.01, 'e': 0.9332944593812939}",20,0,-18.473202105706953,"{0: 14, 1: 5, 2: 1, 3: 0, 4: 0}",0
70,False,"{'a': 0.01, 'e': 0.9323611649219126}",30,0,-120.41961620898263,"{0: 18, 1: 1, 2: 9, 3: 2, 4: 0}",0
71,False,"{'a': 0.01, 'e': 0.9314288037569907}",20,0,-72.92785413326257,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
72,False,"{'a': 0.01, 'e': 0.9304973749532336}",20,0,-85.91871874944434,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
73,False,"{'a': 0.01, 'e': 0.9295668775782804}",25,0,-36.94139998210182,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
74,False,"{'a': 0.01, 'e': 0.9286373107007021}",25,8,-34.09580627517754,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
75,False,"{'a': 0.01, 'e': 0.9277086733900014}",25,0,-95.61078071999326,"{0: 15, 1: 6, 2: 2, 3: 1, 4: 1}",0
76,False,"{'a': 0.01, 'e': 0.9267809647166114}",25,0,-111.17090906930285,"{0: 13, 1: 4, 2: 7, 3: 0, 4: 1}",0
77,False,"{'a': 0.01, 'e': 0.9258541837518948}",20,0,-92.37599018671065,"{0: 12, 1: 1, 2: 4, 3: 3, 4: 0}",0
78,False,"{'a': 0.01, 'e': 0.9249283295681429}",20,0,-136.6155501855051,"{0: 10, 1: 2, 2: 6, 3: 0, 4: 2}",0
79,False,"{'a': 0.01, 'e': 0.9240034012385747}",25,0,-158.04557119378728,"{0: 14, 1: 1, 2: 7, 3: 1, 4: 2}",0
80,False,"{'a': 0.01, 'e': 0.9230793978373362}",30,0,-41.59487116198248,"{0: 22, 1: 3, 2: 5, 3: 0, 4: 0}",0
81,False,"{'a': 0.01, 'e': 0.9221563184394989}",20,0,-80.85447455265071,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
82,False,"{'a': 0.01, 'e': 0.9212341621210594}",25,0,-98.72942436498799,"{0: 15, 1: 4, 2: 4, 3: 1, 4: 1}",0
83,False,"{'a': 0.01, 'e': 0.9203129279589383}",30,0,-230.80091429822306,"{0: 17, 1: 2, 2: 7, 3: 0, 4: 4}",0
84,False,"{'a': 0.01, 'e': 0.9193926150309794}",30,0,-163.853589889758,"{0: 20, 1: 4, 2: 1, 3: 2, 4: 3}",0
85,False,"{'a': 0.01, 'e': 0.9184732224159483}",20,0,-66.68093298040998,"{0: 11, 1: 4, 2: 4, 3: 1, 4: 0}",0
86,False,"{'a': 0.01, 'e': 0.9175547491935324}",20,0,-100.01245839235465,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
87,False,"{'a': 0.01, 'e': 0.9166371944443389}",30,6,-147.47088001069014,"{0: 14, 1: 2, 2: 4, 3: 2, 4: 2}",1
88,False,"{'a': 0.01, 'e': 0.9157205572498945}",25,0,-152.58164148648973,"{0: 15, 1: 2, 2: 4, 3: 2, 4: 2}",0
89,False,"{'a': 0.01, 'e': 0.9148048366926447}",20,0,-27.934555981588165,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
90,False,"{'a': 0.01, 'e': 0.913890031855952}",25,0,-97.98931160738923,"{0: 16, 1: 1, 2: 7, 3: 0, 4: 1}",0
91,False,"{'a': 0.01, 'e': 0.912976141824096}",20,0,-178.9708025162493,"{0: 11, 1: 0, 2: 5, 3: 1, 4: 3}",0
92,False,"{'a': 0.01, 'e': 0.912063165682272}",20,0,-114.61018411667958,"{0: 11, 1: 2, 2: 4, 3: 2, 4: 1}",0
93,False,"{'a': 0.01, 'e': 0.9111511025165897}",20,0,-124.09789755832736,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
94,False,"{'a': 0.01, 'e': 0.9102399514140731}",20,0,-23.864790929041593,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",0
95,False,"{'a': 0.01, 'e': 0.9093297114626591}",30,0,-137.37662083619813,"{0: 18, 1: 4, 2: 6, 3: 0, 4: 2}",0
96,False,"{'a': 0.01, 'e': 0.9084203817511963}",20,0,-52.35310168596862,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
97,False,"{'a': 0.01, 'e': 0.9075119613694451}",25,0,-68.95263659299464,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
98,False,"{'a': 0.01, 'e': 0.9066044494080757}",25,4,-94.3258774270771,"{0: 11, 1: 5, 2: 3, 3: 1, 4: 1}",1
99,False,"{'a': 0.01, 'e': 0.9056978449586677}",25,0,-99.3922743556396,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
100,False,"{'a': 0.01, 'e': 0.9047921471137089}",20,0,-206.11072854968097,"{0: 7, 1: 4, 2: 5, 3: 1, 4: 3}",0
101,False,"{'a': 0.01, 'e': 0.9038873549665952}",20,0,-176.33669132621498,"{0: 12, 1: 1, 2: 1, 3: 3, 4: 3}",0
102,False,"{'a': 0.01, 'e': 0.9029834676116286}",20,0,-109.9035736265656,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
